#Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date
"Acleris sparsana","Eukaryota;Animals;Insects","","SAMEA8603209","PRJEB49397",0.016375,18.4733,"mitochondrion","MT:OV281315.1",0,"2021-12-18T00:00:00Z"
"Acridotheres tristis","Eukaryota;Animals;Birds","bArcTri1","SAMN28454388","PRJNA839507",0.018654,47.9575,"mitochondrion","MT:CM050619.1",0,"2023-01-09T00:00:00Z"
"Acrobasis suavella","Eukaryota;Animals;Insects","","SAMEA10979088","PRJEB53008",0.015307,19.2788,"mitochondrion","MT:OW971958.1",0,"2022-05-21T00:00:00Z"
"Acrocera orbiculus","Eukaryota;Animals;Insects","","","PRJEB57603",0.018666,18.2846,"mitochondrion","MT:OX375761.1",0,"2022-11-16T00:00:00Z"
"Acronicta aceris","Eukaryota;Animals;Insects","","SAMEA7701532","PRJEB45450",0.015433,20.6311,"mitochondrion","MT:OU342788.1",0,"2021-07-06T00:00:00Z"
"Acronicta leporina","Eukaryota;Animals;Insects","","","PRJEB57243",0.015358,20.1914,"mitochondrion","MT:OX366542.1",0,"2022-11-04T00:00:00Z"
"Acronicta psi","Eukaryota;Animals;Insects","","SAMEA11025022","PRJEB55458",0.015364,20.8344,"mitochondrion","MT:OX276499.1",0,"2022-08-23T00:00:00Z"
"Acropora digitifera","Eukaryota;Animals;Other Animals","","","PRJNA314803",0.018479,38.1406,"mitochondrion","MT:NC_022830.1/",13,"2013-11-19T00:00:00Z"
"Actinemys marmorata","Eukaryota;Animals;Reptiles","WTP2003","SAMN21436765","PRJNA778210",0.017148,39.0308,"mitochondrion","MT:CM039065.1",0,"2022-02-09T00:00:00Z"
"Actinia tenebrosa","Eukaryota;Animals;Other Animals","","","PRJNA590223",0.020691,38.9783,"mitochondrion","MT:NC_044902.1/",13,"2019-09-26T00:00:00Z"
"Acyrthosiphon pisum 5A","Eukaryota;Animals;Insects","AL4f","","PRJNA547584",0.016971,15.2672,"mitochondrion","MT:NC_011594.1/",13,"2008-11-21T00:00:00Z"
"Adalia bipunctata","Eukaryota;Animals;Insects","","SAMEA9089055","PRJEB45686",0.021154,20.346,"mitochondrion","MT:OU342959.1",0,"2021-07-06T00:00:00Z"
"Aedes aegypti LVPib12","Eukaryota;Animals;Insects","Liverpool","","PRJNA19731",0.016655,21.0027,"mitochondrion","MT:EU352212.1",13,"2008-01-05T00:00:00Z"
"Aedes aegypti LVP_AGWG","Eukaryota;Animals;Insects","LVP_AGWG","SAMN07177802","PRJNA392114",0.01679,21.0363,"mitochondrion","MT:NC_035159.1/MF194022.1",13,"2017-06-29T00:00:00Z"
"Aedes aegypti aegypti","Eukaryota;Animals;Insects","Rockefeller","","PRJNA754162",0.016818,20.7516,"mitochondrion","MT:CM046323.1",0,"2022-09-27T00:00:00Z"
"Aedes albopictus","Eukaryota;Animals;Insects","FPA","","PRJNA552090",0.016665,20.462,"mitochondrion","MT:NC_006817.1/",13,"2005-02-01T00:00:00Z"
"Aelia acuminata","Eukaryota;Animals;Insects","","SAMEA7520338","PRJEB46426",0.01594,26.3237,"mitochondrion","MT:OU426986.1",0,"2021-07-21T00:00:00Z"
"Aethina tumida","Eukaryota;Animals;Insects","Nest 87","","PRJNA866502",0.016576,23.0816,"mitochondrion","MT:NC_036104.1/",13,"2017-10-18T00:00:00Z"
"Agaricus bisporus","Eukaryota;Fungi;Basidiomycetes","","SAMEA8562043","PRJEB53009",0.133123,29.2023,"mitochondrion","MT:OW971919.1",0,"2022-05-21T00:00:00Z"
"Agaricus bisporus var. bisporus ARP23","Eukaryota;Fungi;Basidiomycetes","ARP23","SAMN11866897","PRJNA544931",0.137116,29.1053,"mitochondrion","MT:CM017010.1",0,"2019-07-03T00:00:00Z"
"Agaricus subrufescens","Eukaryota;Fungi;Basidiomycetes","ABL 49","","PRJNA926637",0.131367,27.8129,"mitochondrion","MT:CM057070.1",0,"2023-05-08T00:00:00Z"
"Agelaius phoeniceus","Eukaryota;Animals;Birds","BioBank_ID:100140","","PRJNA942290",0.016775,45.9076,"mitochondrion","NC_018801.1/",13,"2012-10-12T00:00:00Z"
"Agelaius tricolor","Eukaryota;Animals;Birds","1412-34295","SAMN25872474","PRJNA810502",0.016775,45.9851,"mitochondrion","MT:CM041028.1",0,"2022-04-19T00:00:00Z"
"Agelas oroides","Eukaryota;Animals;Other Animals","","SAMEA9362005","PRJEB59572",0.022436,38.1173,"mitochondrion","MT:OX422206.1",0,"2023-02-07T00:00:00Z"
"Agelastica alni","Eukaryota;Animals;Insects","","SAMEA14448393","PRJEB61673",0.017395,20.4139,"mitochondrion","MT:OX467720.1",0,"2023-04-29T00:00:00Z"
"Agonopterix arenella","Eukaryota;Animals;Insects","","SAMEA8603192","PRJEB50001",0.015298,18.7737,"mitochondrion","MT:OV656719.1",0,"2022-01-21T00:00:00Z"
"Agonopterix subpropinquella","Eukaryota;Animals;Insects","","SAMEA7746629","PRJEB49378",0.0165,18.2,"mitochondrion","MT:OV277721.1",0,"2021-12-18T00:00:00Z"
"Agonum fuliginosum","Eukaryota;Animals;Insects","","SAMEA8603240","PRJEB58062",0.019272,19.3804,"mitochondrion","MT:OX384048.1",0,"2022-12-06T00:00:00Z"
"Agrilus cyanescens","Eukaryota;Animals;Insects","","SAMEA10979039","PRJEB57759",0.015913,29.611,"mitochondrion","MT:OX376714.1",0,"2022-11-24T00:00:00Z"
"Agrilus planipennis","Eukaryota;Animals;Insects","EAB-ADULT","","PRJNA343475",0.015942,28.1019,"mitochondrion","MT:NC_030758.1/",13,"2016-08-16T00:00:00Z"
"Agriopis aurantiaria","Eukaryota;Animals;Insects","","SAMEA8603214","PRJEB47361",0.015442,20.0945,"mitochondrion","MT:OU612011.1",0,"2021-09-11T00:00:00Z"
"Agriopis marginaria","Eukaryota;Animals;Insects","","SAMEA9359455","PRJEB51287",0.016942,18.1088,"mitochondrion","MT:OW029943.1",0,"2022-03-03T00:00:00Z"
"Agriphila geniculea","Eukaryota;Animals;Insects","","SAMEA8603180","PRJEB53410",0.015375,19.0634,"mitochondrion","MT:OX038899.1",0,"2022-06-09T00:00:00Z"
"Agriphila straminella","Eukaryota;Animals;Insects","","SAMEA7701512","PRJEB61676",0.015363,19.8334,"mitochondrion","MT:OX467329.1",0,"2023-04-29T00:00:00Z"
"Agriphila tristella","Eukaryota;Animals;Insects","","SAMEA8603174","PRJEB50442",0.015311,19.5872,"mitochondrion","MT:OV743452.1",0,"2022-01-28T00:00:00Z"
"Agrochola circellaris","Eukaryota;Animals;Insects","","SAMEA8603201","PRJEB47364",0.015495,20.3098,"mitochondrion","MT:OU611869.1",0,"2021-09-11T00:00:00Z"
"Agrochola lota","Eukaryota;Animals;Insects","","SAMEA110026477","PRJEB57643",0.01553,22.2086,"mitochondrion","MT:OX376249.1",0,"2022-11-18T00:00:00Z"
"Agrochola macilenta","Eukaryota;Animals;Insects","","SAMEA8603207","PRJEB47751",0.015441,21.838,"mitochondrion","MT:OU753584.1",0,"2021-10-03T00:00:00Z"
"Agrotis exclamationis","Eukaryota;Animals;Insects","","SAMEA112198473","PRJEB61585",0.015392,18.8085,"mitochondrion","MT:OX465447.1",0,"2023-04-24T00:00:00Z"
"Agrypnus murinus","Eukaryota;Animals;Insects","","SAMEA7701277","PRJEB50666",0.018227,26.8722,"mitochondrion","MT:OV816032.1",0,"2022-02-09T00:00:00Z"
"Ailuropoda melanoleuca","Eukaryota;Animals;Mammals","Jingjing","","PRJNA633539",0.016805,38.7861,"mitochondrion","MT:NC_009492.1/",13,"2007-05-25T00:00:00Z"
"Aix galericulata","Eukaryota;Animals;Birds","NCHU-2012","SAMN23839850","PRJNA787744",0.016707,48.351,"mitochondrion","MT:CM045469.1",0,"2022-08-16T00:00:00Z"
"Alca torda","Eukaryota;Animals;Birds","2006_11_07_Graehlm_vinge_78","SAMN12292087","PRJNA554520",0.01911,43.3229,"mitochondrion","MT:CM018102.1",0,"2019-10-10T00:00:00Z"
"Aldabrachelys gigantea","Eukaryota;Animals;Reptiles","Hermania_blood","","PRJNA822095",0.016467,40.1348,"mitochondrion","MT:CM047529.1",0,"2022-11-15T00:00:00Z"
"Alentia gelatinosa","Eukaryota;Animals;Other Animals","","","PRJEB61555",0.015368,35.8342,"mitochondrion","MT:OX465594.1",0,"2023-04-25T00:00:00Z"
"Alitta virens","Eukaryota;Animals;Other Animals","","SAMEA8534434","PRJEB51272",0.015832,36.1799,"mitochondrion","MT:OW028587.1",0,"2022-03-03T00:00:00Z"
"Allacma fusca","Eukaryota;Animals;Insects","","SAMEA110744450","PRJEB57014",0.014936,28.274,"mitochondrion","MT:OX359251.1",0,"2022-10-26T00:00:00Z"
"Allantophomopsis cytisporea","Eukaryota;Fungi;Ascomycetes","ATCC 66955","","PRJNA866153",0.150018,30.1564,"mitochondrion","MT:CP103038.1",0,"2022-08-28T00:00:00Z"
"Allantophomopsis lycopodina","Eukaryota;Fungi;Ascomycetes","ATCC 66958","","PRJNA866153",0.114402,30.0869,"mitochondrion","MT:CP103019.1",0,"2022-08-28T00:00:00Z"
"Alligator mississippiensis","Eukaryota;Animals;Reptiles","KSC_2009_1","","PRJNA221578",0.016646,43.0314,"mitochondrion","MT:NC_001922.1/",13,"1999-08-24T00:00:00Z"
"Allophyes oxyacanthae","Eukaryota;Animals;Insects","","SAMEA8603204","PRJEB51276",0.015314,20.1188,"mitochondrion","MT:OW028640.1",0,"2022-03-03T00:00:00Z"
"Alloplasta piceator","Eukaryota;Animals;Insects","","SAMEA10166792","PRJEB55792",0.023653,16.1502,"mitochondrion","MT:OX333082.1",0,"2022-09-11T00:00:00Z"
"Alosa alosa","Eukaryota;Animals;Fishes","M-15738","","PRJNA834759",0.016698,47.2332,"mitochondrion","MT:NC_009575.1/",13,"2007-06-19T00:00:00Z"
"Alosa sapidissima","Eukaryota;Animals;Fishes","fAloSap1","","PRJNA736150",0.016697,46.8228,"mitochondrion","MT:NC_014690.1/",13,"2010-11-18T00:00:00Z"
"Alsophila aescularia","Eukaryota;Animals;Insects","","SAMEA10107017","PRJEB55428",0.016674,17.1225,"mitochondrion","MT:OX276387.1",0,"2022-08-23T00:00:00Z"
"Alternaria alternata PN2","Eukaryota;Fungi;Ascomycetes","PN2","SAMN11998267","PRJNA548054",0.050765,45.2123,"mitochondrion","MT:CM022156.1",0,"2020-03-19T00:00:00Z"
"Alternaria alternata PN1","Eukaryota;Fungi;Ascomycetes","PN1","SAMN11998197","PRJNA548052",0.05007,29.0993,"mitochondrion","MT:CM022155.1",0,"2020-03-19T00:00:00Z"
"Amaurobius ferox","Eukaryota;Animals;Other Animals","","SAMEA8534437","PRJEB61829",0.014236,20.0267,"mitochondrion","MT:OX578156.1",0,"2023-05-05T00:00:00Z"
"Amblyomma americanum","Eukaryota;Animals;Other Animals","","SAMN02767472","PRJNA290778",0.014709,23.2171,"mitochondrion","NC_027609.1/KP941755.1",13,"2015-07-23T00:00:00Z"
"Amblyraja radiata","Eukaryota;Animals;Fishes","CabotCenter1","SAMN09948523","PRJNA610638",0.016785,40.2204,"mitochondrion","MT:CM021416.1",0,"2020-02-21T00:00:00Z"
"Amblyteles armatorius","Eukaryota;Animals;Insects","","SAMEA7520946","PRJEB51578",0.016622,17.6573,"mitochondrion","MT:OW121698.1",0,"2022-03-15T00:00:00Z"
"Ammodytes marinus","Eukaryota;Animals;Fishes","","SAMEA110137622","PRJEB61584",0.016527,48.0123,"mitochondrion","MT:OX465170.1",0,"2023-04-24T00:00:00Z"
"Amoeboradix gromovi","Eukaryota;Fungi;Other Fungi","X-113","SAMN16418512","PRJNA668693",0.027236,30.6947,"mitochondrion","MT:CM032194.1",0,"2021-06-21T00:00:00Z"
"Amphibalanus amphitrite","Eukaryota;Animals;Other Animals","SeventyFive","","PRJNA751628",0.015683,28.8465,"mitochondrion","MT:NC_024525.1/",13,"2014-07-28T00:00:00Z"
"Amphilophus citrinellus","Eukaryota;Animals;Fishes","fMPI-2012","SAMN15430250","PRJNA643830",0.016521,45.8023,"mitochondrion","MT:CM024214.1",0,"2020-07-23T00:00:00Z"
"Amphimedon queenslandica","Eukaryota;Animals;Other Animals","","","PRJNA66531",0.01996,43.978,"mitochondrion","MT:NC_008944.1/",13,"2007-02-06T00:00:00Z"
"Amphipoea lucens","Eukaryota;Animals;Insects","","SAMEA14448313","PRJEB57904",0.015334,20.1056,"mitochondrion","MT:OX382386.1",0,"2022-12-02T00:00:00Z"
"Amphipoea oculea","Eukaryota;Animals;Insects","","SAMEA10978951","PRJEB54834",0.01536,20.2799,"mitochondrion","MT:OX243892.1",0,"2022-07-27T00:00:00Z"
"Amphiprion ocellaris","Eukaryota;Animals;Fishes","individual 3","","PRJNA949671",0.016649,45.3721,"mitochondrion","MT:NC_009065.1/",13,"2007-02-27T00:00:00Z"
"Amphiprion percula","Eukaryota;Animals;Fishes","AP_NGBR_F1_2018","SAMN08615572","PRJNA436093",0.016638,45.2759,"mitochondrion","MT:CM011763.1",0,"2018-11-28T00:00:00Z"
"Amphipyra berbera","Eukaryota;Animals;Insects","","SAMEA7701493","PRJEB45915",0.015345,20.9906,"mitochondrion","MT:OU343152.1",0,"2021-07-06T00:00:00Z"
"Amphipyra tragopoginis","Eukaryota;Animals;Insects","","SAMEA7520175","PRJEB42877",0.015324,20.171,"mitochondrion","MT:HG992022.1",0,"2021-02-14T00:00:00Z"
"Anabas testudineus","Eukaryota;Animals;Fishes","","","PRJNA489257",0.016603,45.5821,"mitochondrion","MT:NC_024752.1/",13,"2014-08-26T00:00:00Z"
"Anableps anableps","Eukaryota;Animals;Fishes","fAnaAna1","SAMN12623628","PRJNA561985",0.016511,43.2136,"mitochondrion","MT:CM026089.1",0,"2020-10-02T00:00:00Z"
"Anania fuscalis","Eukaryota;Animals;Insects","","SAMEA112198524","PRJEB61760",0.015235,19.6915,"mitochondrion","MT:OX493356.1",0,"2023-05-01T00:00:00Z"
"Anarrhichthys ocellatus","Eukaryota;Animals;Fishes","YVR2014","","PRJNA595352",0.016506,46.1832,"mitochondrion","MT:NC_044782.1/",13,"2019-09-21T00:00:00Z"
"Anarsia innoxiella","Eukaryota;Animals;Insects","","SAMEA10978939","PRJEB58175",0.015252,19.0205,"mitochondrion","MT:OX387421.1",0,"2022-12-12T00:00:00Z"
"Anas platyrhynchos","Eukaryota;Animals;Birds","Z2","","PRJNA681492",0.016604,48.5907,"mitochondrion","MT:NC_009684.1/",13,"2007-07-27T00:00:00Z"
"Anaspis maculata","Eukaryota;Animals;Insects","","SAMEA10167002","PRJEB59498",0.01631,24.1876,"mitochondrion","MT:OX421969.1",0,"2023-02-04T00:00:00Z"
"Anastrepha ludens","Eukaryota;Animals;Insects","Willacy","","PRJNA940137",0.016954,23.3219,"mitochondrion","MT:CM051870.1",0,"2023-02-06T00:00:00Z"
"Anastrepha obliqua","Eukaryota;Animals;Insects","idAnaObli1","","PRJNA950966",0.016839,22.828,"mitochondrion","MT:CM051344.1",0,"2023-01-24T00:00:00Z"
"Ancistrocerus nigricornis","Eukaryota;Animals;Insects","","SAMEA7746762","PRJEB47507",0.019587,18.3693,"mitochondrion","MT:OU696670.1",0,"2021-09-18T00:00:00Z"
"Andrena bucephala","Eukaryota;Animals;Insects","","","PRJEB58269",0.019569,20.6858,"mitochondrion","MT:OX387720.1",0,"2022-12-15T00:00:00Z"
"Andrena dorsata","Eukaryota;Animals;Insects","","SAMEA7746464","PRJEB50659",0.016108,25.031,"mitochondrion","MT:OV815490.1",0,"2022-02-09T00:00:00Z"
"Andrena fulva","Eukaryota;Animals;Insects","","SAMEA10166729","PRJEB55429",0.014657,23.6201,"mitochondrion","MT:OX276334.1",0,"2022-08-23T00:00:00Z"
"Andrena haemorrhoa","Eukaryota;Animals;Insects","","SAMEA7520535","PRJEB45692",0.016459,20.2989,"mitochondrion","MT:OU342947.1",0,"2021-07-06T00:00:00Z"
"Andrena hattorfiana","Eukaryota;Animals;Insects","","SAMEA7746468","PRJEB53871",0.022749,22.9417,"mitochondrion","MT:OX122896.1",0,"2022-07-07T00:00:00Z"
"Andrena minutula","Eukaryota;Animals;Insects","","SAMEA8603155","PRJEB50664",0.017713,25.3656,"mitochondrion","MT:OV816000.1",0,"2022-02-09T00:00:00Z"
"Andrena trimmerana","Eukaryota;Animals;Insects","","SAMEA10107041","PRJEB61831",0.019771,20.9044,"mitochondrion","MT:OX578064.1",0,"2023-05-05T00:00:00Z"
"Anguilla anguilla","Eukaryota;Animals;Fishes","fAngAng1","","PRJNA643263",0.016683,41.1677,"mitochondrion","MT:NC_006531.1/",13,"2004-12-17T00:00:00Z"
"Anguilla japonica","Eukaryota;Animals;Fishes","","SAMN03004389","PRJNA158309",0.016702,41.51,"mitochondrion","MT:CM002536.1",0,"2014-03-18T00:00:00Z"
"Anguilla rostrata","Eukaryota;Animals;Fishes","LakeOntario-01-2011","SAMN03737505","PRJNA285069",0.016682,41.0083,"mitochondrion","MT:CM003870.1",0,"2016-04-04T00:00:00Z"
"Anguilla rostrata","Eukaryota;Animals;Fishes","EN2019","SAMN18538529","PRJNA718538",0.016682,41.0083,"mitochondrion","MT:CM031800.1",0,"2021-05-28T00:00:00Z"
"Anisus vortex","Eukaryota;Animals;Other Animals","","SAMEA7520804","PRJEB59452",0.013566,24.8415,"mitochondrion","MT:OX421510.1",0,"2023-02-03T00:00:00Z"
"Anolis carolinensis","Eukaryota;Animals;Reptiles","","","PRJNA60547",0.017223,38.3963,"mitochondrion","MT:EU747728.2",13,"2008-06-04T00:00:00Z"
"Anopheles aquasalis","Eukaryota;Animals;Insects","","SAMEA12928206","PRJNA862463",0.015384,22.6339,"mitochondrion","MT:NC_064605.1/OX030886.1",13,"2022-06-02T00:00:00Z"
"Anopheles arabiensis","Eukaryota;Animals;Insects","DONGOLA","","PRJNA716336",0.015369,22.4087,"mitochondrion","MT:NC_028212.1/CM029355.1",13,"2015-11-01T00:00:00Z"
"Anopheles atroparvus Infravec2 EBRE","Eukaryota;Animals;Insects","Infravec2 EBRE","SAMEA6108214","PRJEB32818",0.015487,22.5867,"mitochondrion","MIT:OU632726.1",0,"2021-09-23T00:00:00Z"
"Anopheles coluzzii","Eukaryota;Animals;Insects","Ngousso colony","SAMN10528920","PRJNA508774",0.015365,22.3495,"mitochondrion","MT:CM014284.1",0,"2019-02-06T00:00:00Z"
"Anopheles coluzzii","Eukaryota;Animals;Insects","MOPTI","SAMN14999449","PRJNA634549",0.015366,22.4196,"mitochondrion","MT:CM029351.1",0,"2021-03-10T00:00:00Z"
"Anopheles coluzzii","Eukaryota;Animals;Insects","","SAMEA12928211","PRJNA858859",0.015367,22.3531,"mitochondrion","MT:NC_064604.1/OX030894.1",0,"2022-06-02T00:00:00Z"
"Anopheles coustani","Eukaryota;Animals;Insects","","SAMEA12928213","PRJNA933203",0.015409,21.747,"mitochondrion","OX030899.1",0,"2022-06-02T00:00:00Z"
"Anopheles cruzii","Eukaryota;Animals;Insects","","","PRJNA922132",0.015287,21.587,"mitochondrion","NC_044647.1/",13,"2019-09-21T00:00:00Z"
"Anopheles darlingi","Eukaryota;Animals;Insects","","SAMEA12928218","PRJNA862536",0.015395,21.7863,"mitochondrion","MT:NC_064612.1/OX030914.1",0,"2022-06-02T00:00:00Z"
"Anopheles funestus","Eukaryota;Animals;Insects","","SAMEA12928227","PRJNA856686",0.015406,21.6734,"mitochondrion","MT:NC_064603.1/OX030926.1",0,"2022-06-02T00:00:00Z"
"Anopheles funestus-like sensu Spillings et al. (2009)","Eukaryota;Animals;Insects","11","SAMN11380177","PRJNA531511",0.015195,22.0204,"mitochondrion","MT:CM028119.1",0,"2020-12-22T00:00:00Z"
"Anopheles gambiae Pimperena S","Eukaryota;Animals;Insects","Pimperena S","SAMN02943153","PRJNA254152",0.015359,22.3712,"mitochondrion","MT:CM003708.1",0,"2016-02-02T00:00:00Z"
"Anopheles gambiae str. PEST G3","Eukaryota;Animals;Insects","PEST","","PRJNA163",0.015363,22.437,"mitochondrion","MT:NC_002084.1/",13,"1999-08-24T00:00:00Z"
"Anopheles longipalpis","Eukaryota;Animals;Insects","14254","SAMN11360903","PRJNA531511",0.015353,21.7287,"mitochondrion","MT:CM028120.1",0,"2020-12-22T00:00:00Z"
"Anopheles maculipalpis","Eukaryota;Animals;Insects","","SAMEA12928236","PRJNA862529",0.015364,22.9107,"mitochondrion","MT:NC_064606.1/OX030898.1",13,"2022-06-02T00:00:00Z"
"Anopheles marshallii","Eukaryota;Animals;Insects","","","PRJNA935337",0.015361,20.8385,"mitochondrion","NC_064607.1/OX030906.1",0,"2022-07-08T00:00:00Z"
"Anopheles merus","Eukaryota;Animals;Insects","MAF","","PRJNA719141",0.015365,22.4146,"mitochondrion","MT:NC_028220.1/",13,"2015-11-01T00:00:00Z"
"Anopheles moucheti","Eukaryota;Animals;Insects","","SAMEA12928240","PRJNA918695",0.015502,21.1457,"mitochondrion","OX030918.1",0,"2022-06-02T00:00:00Z"
"Anopheles nili","Eukaryota;Animals;Insects","","","PRJNA934361",0.015347,20.7011,"mitochondrion","NC_064610.1/OX031313.1",0,"2022-07-08T00:00:00Z"
"Anopheles parensis","Eukaryota;Animals;Insects","F777","SAMN11380178","PRJNA531511",0.015409,21.8054,"mitochondrion","MT:CM028128.1",0,"2020-12-22T00:00:00Z"
"Anopheles rivulorum","Eukaryota;Animals;Insects","F794","SAMN11380180","PRJNA531511",0.015358,22.7764,"mitochondrion","MT:CM032180.1",0,"2021-06-17T00:00:00Z"
"Anopheles sp. NFL-2015","Eukaryota;Animals;Insects","1007C2","SAMN11380182","PRJNA531511",0.015358,21.5783,"mitochondrion","MT:CM028121.1",0,"2020-12-22T00:00:00Z"
"Anopheles stephensi Indian","Eukaryota;Animals;Insects","Indian","SAMN14792744","PRJNA661063",0.015371,21.7487,"mitochondrion","MT:CM023251.1",0,"2020-06-09T00:00:00Z"
"Anopheles vaneedeni","Eukaryota;Animals;Insects","F659","SAMN11380181","PRJNA531511",0.015353,21.7026,"mitochondrion","MT:CM028122.1",0,"2020-12-22T00:00:00Z"
"Anopheles ziemanni","Eukaryota;Animals;Insects","","SAMEA12928214","PRJEB53272",0.015409,21.747,"mitochondrion","MT:OX030922.2",0,"2022-06-02T00:00:00Z"
"Anoplius nigerrimus","Eukaryota;Animals;Insects","","SAMEA7746764","PRJEB47348",0.017455,20.4526,"mitochondrion","MT:OU612092.1",0,"2021-09-11T00:00:00Z"
"Anoplophora glabripennis","Eukaryota;Animals;Insects","ALB-LARVAE","","PRJNA348318",0.015774,21.6686,"mitochondrion","MT:NC_008221.1/",13,"2006-06-28T00:00:00Z"
"Anorthoa munda","Eukaryota;Animals;Insects","","SAMEA10107020","PRJEB54840",0.015331,18.5898,"mitochondrion","MT:OX243920.1",0,"2022-07-20T00:00:00Z"
"Anser cygnoides","Eukaryota;Animals;Birds","SCWG-2014","","PRJNA832243",0.016739,47.3027,"mitochondrion","MT:NC_023832.1/",13,"2014-03-26T00:00:00Z"
"Antechinus flavipes","Eukaryota;Animals;Mammals","AdamAnt","","PRJNA769689",0.017381,37.1267,"mitochondrion","NC_056379.1/",13,"2021-06-19T00:00:00Z"
"Antennarius maculatus","Eukaryota;Animals;Fishes","fAntMac1","SAMN12623626","PRJNA561983",0.019188,38.2739,"mitochondrion","MT:CM023630.1",0,"2020-06-18T00:00:00Z"
"Anthocharis cardamines","Eukaryota;Animals;Insects","","SAMEA7523110","PRJEB43982",0.015204,19.462,"mitochondrion","MT:FR989981.1",0,"2021-03-31T00:00:00Z"
"Anthracocystis panici-leucophaei SPL10","Eukaryota;Fungi;Basidiomycetes","SPL10","SAMN15629615","PRJNA648134",0.078051,32.4736,"mitochondrion","MT:CP060321.1",0,"2020-08-18T00:00:00Z"
"Anticlea derivata","Eukaryota;Animals;Insects","","SAMEA10107024","PRJEB58274",0.017394,18.2649,"mitochondrion","MT:OX388289.1",0,"2022-12-15T00:00:00Z"
"Antitype chi","Eukaryota;Animals;Insects","","","PRJEB57611",0.015336,18.8119,"mitochondrion","MT:OX375838.1",0,"2022-11-16T00:00:00Z"
"Antrodia cinnamomea V5","Eukaryota;Fungi;Basidiomycetes","V5","SAMN19229741","PRJNA386064",0.107517,26.2665,"mitochondrion","MT:CM040236.1",0,"2022-03-18T00:00:00Z"
